Label,Vulnerability Name,Package Name,Package Version,Type,Publish Date
H,SQL Injection,topthink/thinkphp,&gt;&#x3D;0.0.0,Composer,"0,Oct,2021"
M,Improper Input Validation,electron,"&gt;&#x3D;13.0.0 &lt;13.5.1,&lt;12.2.1",npm,"0,Oct,2021"
M,Improper Input Validation,org.webjars.npm:electron,"[13.0.0,13.5.1),[,12.2.1)",Maven,"0,Oct,2021"
M,Improper Input Validation,electron,"&gt;&#x3D;14.0.0 &lt;14.1.0,&gt;&#x3D;13.0.0 &lt;13.5.1,&lt;12.2.1",npm,"0,Oct,2021"
M,Improper Input Validation,org.webjars.npm:electron,"[,14.1.0)",Maven,"0,Oct,2021"
M,Cross-site Scripting (XSS),wanglelecc/laracms,&gt;&#x3D;0.0.0,Composer,"3,Sep,2021"
L,CSV Injection,craftcms/cms,&lt;3.7.14,Composer,"3,Sep,2021"
C,Improper Authentication,ezsystems/ezplatform-rest,"&gt;&#x3D;1.3.0, &lt;1.3.8",Composer,"3,Sep,2021"
M,Information Exposure,wanglelecc/laracms,&gt;&#x3D;0.0.0,Composer,"3,Sep,2021"
M,Cross-site Scripting (XSS),wanglelecc/laracms,&gt;&#x3D;0.0.0,Composer,"3,Sep,2021"
,,,,,
C,Remote Code Execution (RCE),org.apache.dubbo:dubbo-cluster,"[2.7.0, 2.7.10),[2.6.0, 2.6.10)",Maven,"0,Jun,2021"
H,Regular Expression Denial of Service (ReDoS),react-native,"&gt;&#x3D;0.63.0-rc.0 &lt;0.64.1,&gt;&#x3D;0.59.0-rc.0 &lt;0.62.3",npm,"0,Jun,2021"
H,Regular Expression Denial of Service (ReDoS),org.webjars.npm:react-native,"[0.59.0,]",Maven,"0,Jun,2021"
H,Regular Expression Denial of Service (ReDoS),org.webjars.bower:react-native,"[0.59.0,]",Maven,"0,Jun,2021"
M,Heap-based Buffer Overflow,ffmpeg-up-to-date,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Heap-based Buffer Overflow,ffmpeg,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Heap-based Buffer Overflow,ffmpeg-up-to-date,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Heap-based Buffer Overflow,ffmpeg,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg-up-to-date,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg-up-to-date,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg-up-to-date,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg-up-to-date,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg-up-to-date,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg-up-to-date,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg-up-to-date,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Improper Verification of Cryptographic Signature,aws-encryption-sdk-cli,"[2.0.0, 2.2.0),[,1.9.0)",pip,"0,Jun,2021"
M,Improper Verification of Cryptographic Signature,aws-encryption-sdk,"[2.0.0, 2.2.0),[,1.9.0)",pip,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg-up-to-date,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),ffmpeg,&gt;&#x3D;0.0.0,cocoapods,"0,Jun,2021"
M,Denial of Service (DoS),net.minidev:json-smart,"[0,1.3.3),[2.0.0, 2.4.5)",Maven,"0,Jun,2021"
M,Cross-site Scripting (XSS),layui-src,&lt;2.6.8,npm,"0,Jun,2021"
M,Cross-site Scripting (XSS),layui,&lt;2.6.8,npm,"0,Jun,2021"
M,Cross-site Scripting (XSS),org.webjars:layui,"[0,2.6.8)",Maven,"0,Jun,2021"
,,,,,
H,Denial of Service (DoS),org.apache.wicket:wicket-core,"[9.0.0,9.3.0),[8.0.0,8.12.0),[6.2.0,7.18.0)",Maven,"2,May,2021"
L,Heap-based Buffer Overflow,tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Heap-based Buffer Overflow,tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Heap-based Buffer Overflow,tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Heap-based Buffer Overflow,tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Heap-based Buffer Overflow,tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Heap-based Buffer Overflow,tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,NULL Pointer Dereference,tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,NULL Pointer Dereference,tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,NULL Pointer Dereference,tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,NULL Pointer Dereference,tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,NULL Pointer Dereference,tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,NULL Pointer Dereference,tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Out-of-bounds Read,tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Out-of-bounds Read,tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
,,,,,
M,Cross-site Scripting (XSS),mautic/core,"&gt;&#x3D;4.0.0-alpha1, &lt;4.0.0,&lt;3.3.4",Composer,"3,Aug,2021"
H,Cross-site Scripting (XSS),mautic/core,"&gt;&#x3D;4.0.0-alpha1, &lt;4.0.0,&lt;3.3.4",Composer,"3,Aug,2021"
M,Cross-site Scripting (XSS),mautic/core,"&gt;&#x3D;4.0.0-alpha1, &lt;4.0.0,&lt;3.3.4",Composer,"3,Aug,2021"
L,Cryptographic Weakness,mautic/core,"&gt;&#x3D;4.0.0-alpha1, &lt;4.0.0,&lt;3.3.4",Composer,"3,Aug,2021"
H,Deserialization of Untrusted Data,org.rundeck:rundeck-core,"[0,3.3.14),[3.4.0,3.4.3)",Maven,"3,Aug,2021"
H,Improper Access Control,github.com/hashicorp/vault/physical/raft,&gt;&#x3D;1.4.0 &lt;1.8.0,Go,"3,Aug,2021"
H,Insufficiently Protected Credentials,matrix-synapse,"[,0.34.0.1)",pip,"3,Aug,2021"
M,Information Exposure,omero-web,"[,5.6.3)",pip,"3,Aug,2021"
M,Insecure Randomness,matrix-synapse,"[,0.99.3.1)",pip,"3,Aug,2021"
M,Information Exposure,ansible,"[,2.6.20),[2.7.0,2.7.14),[2.8.0,2.8.6)",pip,"3,Aug,2021"
M,Information Exposure,octavia,"[,2.0.3),[3.0.0.0b1,3.0.2)",pip,"3,Aug,2021"
M,Denial of Service (DoS),passport-saml,&lt;3.1.0,npm,"2,Aug,2021"
M,Cross-site Scripting (XSS),simiki,"[0,]",pip,"2,Aug,2021"
H,Remote Code Execution (RCE),simiki,"[,1.6.2.2)",pip,"2,Aug,2021"
M,Denial of Service (DoS),mistral,"[,10.0.0)",pip,"2,Aug,2021"
M,Information Exposure,mistral,"[,8.0.0)",pip,"2,Aug,2021"
H,Credential Exposure,sickrage,"[0, 9.3.2)",pip,"2,Aug,2021"
H,Out-of-Bounds Write,mercurial,"[,4.6.1)",pip,"2,Aug,2021"
M,Insecure Permissions,jsnapy,"[,1.3.0)",pip,"2,Aug,2021"
H,Improper Verification of Cryptographic Signature,osxcollector,"[,1.11)",pip,"2,Aug,2021"
M,Authorization Bypass,roundup,"[,1.4.5.1)",pip,"2,Aug,2021"
H,Insecure Randomness,elixir,"[0,]",pip,"2,Aug,2021"
M,Cross-site Scripting (XSS),feedparser,"[,5.0)",pip,"2,Aug,2021"
C,Cross-site Scripting (XSS),roundup,"[,1.4.4)",pip,"2,Aug,2021"
H,Arbitrary Code Execution,ansible,"[2.6.0,2.6.1),[2.5.0,2.5.6),[,2.4.6.0)",pip,"2,Aug,2021"
M,Prototype Pollution,object-path,&lt;0.11.6,npm,"2,Aug,2021"
M,Prototype Pollution,org.webjars.npm:object-path,"[0,]",Maven,"2,Aug,2021"
C,Privilege Escalation,@openzeppelin/contracts,"&gt;&#x3D;4.0.0-beta.0 &lt;4.3.1,&lt;3.4.2",npm,"2,Aug,2021"
C,Privilege Escalation,@openzeppelin/contracts-upgradeable,"&gt;&#x3D;4.0.0-beta.0 &lt;4.3.1,&lt;3.4.2",npm,"2,Aug,2021"
H,SQL Injection,cachethq/cachet,&gt;&#x3D;0.0.0,Composer,"2,Aug,2021"
,,,,,
L,Denial of Service (DoS),tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,NULL Pointer Dereference,tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,NULL Pointer Dereference,tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,NULL Pointer Dereference,tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Out-of-Bounds,tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Out-of-Bounds,tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Out-of-Bounds,tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,NULL Pointer Dereference,tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,NULL Pointer Dereference,tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,NULL Pointer Dereference,tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Denial of Service (DoS),tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
M,Improper Access Control,github.com/google/exposure-notifications-server/pkg/jwks,"&gt;&#x3D;0.19.0 &lt;0.19.2,&lt;0.18.3",Go,"2,May,2021"
L,Server-side Request Forgery (SSRF),plone.app.event,"[,4.0.0a4)",pip,"2,May,2021"
L,Server-side Request Forgery (SSRF),plone,"[5.0,]",pip,"2,May,2021"
L,Buffer Overflow,tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Buffer Overflow,tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Buffer Overflow,tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Buffer Overflow,tensorflow-gpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Buffer Overflow,tensorflow-cpu,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
L,Buffer Overflow,tensorflow,"[, 2.1.4),[2.2.0, 2.2.3),[2.3.0, 2.3.3),[2.4.0, 2.4.2)",pip,"2,May,2021"
,,,,,
M,Information Disclosure,github.com/openshift/machine-config-operator/pkg/server,*,Go,"1,Feb,2021"
M,NULL Pointer Dereference,net.lingala.zip4j:zip4j,"[,2.7.0)",Maven,"1,Feb,2021"
H,Directory Traversal,adm-zip,&lt;0.5.2,npm,"1,Feb,2021"
H,Directory Traversal,org.webjars:adm-zip,"[,0.5.2)",Maven,"1,Feb,2021"
H,Directory Traversal,org.webjars.npm:adm-zip,"[,0.5.2)",Maven,"1,Feb,2021"
M,Deserialization of Untrusted Data,pyqlib,"[,0.7.0)",pip,"1,Feb,2021"
M,Remote Code Execution (RCE),handlebars,&lt;4.7.7,npm,"1,Feb,2021"
M,Remote Code Execution (RCE),org.webjars:handlebars,"[0,]",Maven,"1,Feb,2021"
M,Remote Code Execution (RCE),org.webjars.npm:handlebars,"[,4.7.7)",Maven,"1,Feb,2021"
M,Remote Code Execution (RCE),org.webjars.bower:handlebars,"[0,]",Maven,"1,Feb,2021"
H,Command Injection,lodash-rails,&lt;4.17.21,RubyGems,"1,Feb,2021"
H,Command Injection,lodash.template,*,npm,"1,Feb,2021"
H,Command Injection,lodash,&lt;4.17.21,npm,"1,Feb,2021"
H,Command Injection,org.webjars:lodash,"[0,]",Maven,"1,Feb,2021"
H,Command Injection,org.webjars.npm:lodash.template,"[0,]",Maven,"1,Feb,2021"
H,Command Injection,org.webjars.npm:lodash,"[,4.17.21)",Maven,"1,Feb,2021"
H,Command Injection,org.webjars.bowergithub.lodash:lodash,"[,4.17.21)",Maven,"1,Feb,2021"
H,Command Injection,org.webjars.bower:lodash,"[,4.17.21)",Maven,"1,Feb,2021"
H,Command Injection,org.fujion.webjars:lodash,"[0,]",Maven,"1,Feb,2021"
M,Regular Expression Denial of Service (ReDoS),lodash,&lt;4.17.21,npm,"1,Feb,2021"
M,Regular Expression Denial of Service (ReDoS),org.webjars:lodash,"[0,]",Maven,"1,Feb,2021"
M,Regular Expression Denial of Service (ReDoS),org.webjars.npm:lodash,"[0,]",Maven,"1,Feb,2021"
M,Regular Expression Denial of Service (ReDoS),org.webjars.bowergithub.lodash:lodash,"[,4.17.21)",Maven,"1,Feb,2021"
M,Regular Expression Denial of Service (ReDoS),org.webjars.bower:lodash,"[,4.17.21)",Maven,"1,Feb,2021"
M,Regular Expression Denial of Service (ReDoS),org.fujion.webjars:lodash,"[0,]",Maven,"1,Feb,2021"
H,Command Injection,systeminformation,"&lt;4.34.11,&gt;&#x3D;5.0.0 &lt;5.3.1",npm,"1,Feb,2021"
M,Timing Attack,com.vaadin:flow-server,"[,1.0.14),[1.1.0,2.4.7),[3.0.0,5.0.3)",Maven,"1,Feb,2021"
C,SQL Injection,limesurvey/limesurvey,"&lt;3.19.0,&gt;&#x3D;4.0.0, &lt;4.0.0-RC4",Composer,"1,Feb,2021"
H,XML External Entity (XXE) Injection,org.apache.xmlgraphics:batik-svgbrowser,"[,1.14)",Maven,"1,Feb,2021"
H,Denial of Service (DoS),org.apache.thrift:libthrift,"[0,0.14.0)",Maven,"1,Feb,2021"
,,,,,
C,Malicious Package,bsae-x,*,npm,"2,Nov,2019"
C,Malicious Package,bs85check,*,npm,"2,Nov,2019"
C,Malicious Package,bs85,*,npm,"2,Nov,2019"
C,Malicious Package,bs58chekc,*,npm,"2,Nov,2019"
C,Malicious Package,bs58chek,*,npm,"2,Nov,2019"
C,Malicious Package,bs58chcek,*,npm,"2,Nov,2019"
C,Malicious Package,bpi66,*,npm,"2,Nov,2019"
C,Malicious Package,bpi39,*,npm,"2,Nov,2019"
C,Malicious Package,bp66,*,npm,"2,Nov,2019"
C,Malicious Package,bitcroe-lib,*,npm,"2,Nov,2019"
C,Malicious Package,bitconijs-lib,*,npm,"2,Nov,2019"
C,Malicious Package,bitconid-rpc,*,npm,"2,Nov,2019"
C,Malicious Package,bitconi-ops,*,npm,"2,Nov,2019"
C,Malicious Package,bitcoisnj-lib,*,npm,"2,Nov,2019"
C,Malicious Package,bitcoin-sweep,*,npm,"2,Nov,2019"
C,Malicious Package,bitcoin-osp,*,npm,"2,Nov,2019"
C,Malicious Package,bitcoimjs-lib,*,npm,"2,Nov,2019"
C,Malicious Package,bitcoimd-rpc,*,npm,"2,Nov,2019"
C,Malicious Package,bitcoijns-lib,*,npm,"2,Nov,2019"
C,Malicious Package,bitcionjslib,*,npm,"2,Nov,2019"
C,Malicious Package,bitcionjs,*,npm,"2,Nov,2019"
C,Malicious Package,bitcion-ops,*,npm,"2,Nov,2019"
C,Malicious Package,bip30,*,npm,"2,Nov,2019"
C,Malicious Package,bictore-lib,*,npm,"2,Nov,2019"
C,Malicious Package,bictoinjs-lib,*,npm,"2,Nov,2019"
C,Malicious Package,bictoind-rpc,*,npm,"2,Nov,2019"
C,Malicious Package,bictoin-ops,*,npm,"2,Nov,2019"
C,Malicious Package,bconi,*,npm,"2,Nov,2019"
C,Malicious Package,bcion,*,npm,"2,Nov,2019"
C,Malicious Package,baes-x,*,npm,"2,Nov,2019"
,,,,,
M,Arbitrary Code Execution,magento/community-edition,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
H,Cross-site Scripting (XSS),magento/core,&lt;1.9.4.5,Composer,"0,May,2020"
H,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
H,Command Injection,magento/core,&lt;1.9.4.5,Composer,"0,May,2020"
H,Command Injection,magento/community-edition,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
H,Improper Authorization,magento/core,&lt;1.9.4.5,Composer,"0,May,2020"
H,Improper Authorization,magento/community-edition,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
H,Command Injection,magento/core,&lt;1.9.4.5,Composer,"0,May,2020"
H,Command Injection,magento/community-edition,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
H,Arbitrary Code Execution,magento/core,&lt;1.9.4.5,Composer,"0,May,2020"
H,Arbitrary Code Execution,magento/community-edition,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
H,Command Injection,magento/core,&lt;1.9.4.5,Composer,"0,May,2020"
H,Command Injection,magento/community-edition,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
H,Arbitrary Code Execution,magento/core,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
H,Arbitrary Code Execution,magento/community-edition,&lt;1.9.4.5,Composer,"0,May,2020"
H,Cross-site Scripting (XSS),magento/core,&lt;1.9.4.5,Composer,"0,May,2020"
H,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
H,Cross-site Scripting (XSS),magento/core,&lt;1.9.4.5,Composer,"0,May,2020"
H,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
H,Out-of-bounds Write,electron,"&gt;&#x3D;7.0.0 &lt;7.3.0,&gt;&#x3D;8.0.0 &lt;8.3.0",npm,"0,May,2020"
H,Out-of-bounds Write,org.webjars.npm:electron,"[0,]",Maven,"0,May,2020"
H,Remote Code Execution (RCE),org.apache.axis2:axis2-transport-http,"[,1.7.0)",Maven,"0,May,2020"
M,Arbitrary File Read,curlrequest,*,npm,"0,May,2020"
M,Improper Access Control,keystone,"[0, 17.0.0)",pip,"0,May,2020"
M,Improper Authentication,keystone,"[0, 17.0.0)",pip,"0,May,2020"
H,Improper Access Control,keystone,"[0, 17.0.0)",pip,"0,May,2020"
H,Improper Access Control,dolibarr/dolibarr,&lt;11.0.4,Composer,"0,May,2020"
H,Arbitrary File Write,actionpack-page_caching,&lt;1.2.1,RubyGems,"0,May,2020"
M,Information Exposure,org.keycloak:keycloak-authz-client,"[,9.0.0)",Maven,"0,May,2020"
M,Signature Validation Bypass,magento/core,&lt;2.3.4-p2,Composer,"0,May,2020"
,,,,,
H,Heap-based Buffer Overflow,tensorflow-cpu,"[2.5.0,2.5.1),[2.4.0,2.4.3),[,2.3.4)",pip,"1,Aug,2021"
H,Heap-based Buffer Overflow,tensorflow,"[2.5.0,2.5.1),[2.4.0,2.4.3),[,2.3.4)",pip,"1,Aug,2021"
H,Heap-based Buffer Overflow,tensorflow-gpu,"[2.5.0,2.5.1),[2.4.0,2.4.3),[,2.3.4)",pip,"1,Aug,2021"
H,Heap-based Buffer Overflow,tensorflow-cpu,"[2.5.0,2.5.1),[2.4.0,2.4.3),[,2.3.4)",pip,"1,Aug,2021"
H,Heap-based Buffer Overflow,tensorflow,"[2.5.0,2.5.1),[2.4.0,2.4.3),[,2.3.4)",pip,"1,Aug,2021"
H,NULL Pointer Dereference,tensorflow-gpu,"[2.5.0,2.5.1),[2.4.0,2.4.3),[,2.3.4)",pip,"1,Aug,2021"
H,NULL Pointer Dereference,tensorflow-cpu,"[2.5.0,2.5.1),[2.4.0,2.4.3),[,2.3.4)",pip,"1,Aug,2021"
H,NULL Pointer Dereference,tensorflow,"[2.5.0,2.5.1),[2.4.0,2.4.3),[,2.3.4)",pip,"1,Aug,2021"
H,NULL Pointer Dereference,tensorflow-gpu,"[2.5.0,2.5.1),[2.4.0,2.4.3),[,2.3.4)",pip,"1,Aug,2021"
